Code,Klassifikator,Klassifikator_ru,Klassifikator_en,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
604,Peru,Перу,Peru,1.88,204.47,1.5,1.58,31.62,6.51,39.31,69.84,64.1,18.8,257.04,164.62,340.5,732.4
807,Shimoliy Makedoniya,Северная Македония,North Macedonia,22.13,0.0,22.9,8.6,1250.26,2789.69,0.36,83.82,78.04,217.61,99.63,28.95,118.06,347.3
166,Kokos Orollari,Кокосовых островов,Cocos Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,25.0
500,Montserrat,Монтсеррат,Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,Tokelau,Токелау,Tokelau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.29,0.1
024,Angola,Ангола,Angola,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.47,3.09,135.7
214,Dominika Respublikasi,Доминиканская Республика,Dominican Republic,3.16,0.0,0.0,7.06,14.66,50.32,0.06,1.3,0.35,32.1,11.1,13.41,5.63,196.1
418,Laos Xalq Demokratik Respublikasi,Лаосская Народно-Демократическая Республика,Lao People's Democratic Republic,0.0,6.8,12.0,0.0,0.0,0.0,0.0,0.64,21.44,0.05,68.12,0.5,20.3,160.1
612,Pitkern,Питкэрн,Pitcairn,0.0,0.0,0.0,0.0,0.0,10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,Gernsi,Гернси,Guernsey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0006,66.0
530,Niderlandiya Antillari,Нидерландские Антильские Острова,Netherlands Antilles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0
032,Argentina,Аргентина,Argentina,9680.7,6877.45,10463.59,22241.67,48370.13,9405.69,5680.54,17851.83,14159.69,14499.28,14869.77,60269.52,26610.95,17107.4
218,Ekvador,Эквадор,Ecuador,3359.69,2823.37,3358.69,4544.49,5477.68,12121.02,9641.77,10505.43,13440.56,31477.35,24959.34,30840.76,62621.59,92311.3
422,Livan,Ливан,Lebanon,194.42,158.49,302.34,407.18,244.82,109.65,15.65,0.14,173.42,6.89,166.24,832.23,83.93,202.2
630,Puerto-Riko,Пуэрто-Рико,Puerto Rico,1.17,0.0,0.11,5.79,600.92,79.01,1.74,10.3,4.62,2.24,5.15,9.17,0.25,11.3
832,Djersi,Джерси,Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Komor orollari,Коморские Острова,Comoros,0.0,0.0,0.0,0.32,0.0,0.0,0.06,0.0,0.0,0.0,0.44,0.0,0.0,6.0
508,Mozambik,Мозамбик,Mozambique,53.95,0.0,133.14,832.51,1714.4,1981.88,1784.27,1478.56,837.88,1840.48,1692.49,1903.21,2516.93,2054.8
044,Bagam orollari,Багамские Острова,Bahamas,0.0,0.0,0.0,2.58,0.0,0.0,0.2,0.0,81.34,0.0,0.0,0.0,0.0,3.3
031,Ozarbayjon,Азербайджан,Azerbaijan,33910.59,52498.69,9175.66,9908.19,34277.83,15076.76,5201.66,4919.66,11551.82,21696.38,29528.28,42901.78,49455.06,102798.0
004,Afg'oniston,Афганистан,Afghanistan,236.72,1029.09,724.4,4374.86,804.33,595.68,2459.74,2201.56,2098.96,2981.45,2318.85,6191.9,9345.08,10307.3
276,Germaniya,Германия,Germany,442592.2,775803.68,502068.7,545395.74,621806.63,488755.93,492225.48,587496.44,725045.51,927525.38,759372.29,693513.61,1071295.58,985496.6
376,Isroil,Израиль,Israel,29031.28,43554.99,27073.02,30165.39,50460.81,28990.43,25851.65,29001.08,36053.19,32145.6,35988.27,19632.28,32399.16,26354.9
356,Hindiston,Индия,India,123783.62,142096.45,163087.57,218437.06,248788.03,260606.6,318203.09,291144.4,261405.76,330569.79,423025.35,460568.83,655059.12,649114.5
380,Italiya,Италия,Italy,134786.6,172934.39,148812.53,122224.99,166155.06,154713.63,164486.47,153124.21,277406.86,375783.26,332800.19,390150.99,329820.8,428965.7
398,Qozog'iston,Казахстан,Kazakhstan,997130.27,1130047.01,1168593.42,1061497.3,1008695.18,847673.9,953886.22,998164.06,1567442.32,1942011.97,2097346.06,2742180.05,3243509.06,3068544.9
417,Qirg'iziston,Кыргызстан,Kyrgyzstan,42378.74,65960.34,68202.95,43926.57,61840.88,36092.39,45990.89,75402.16,133122.73,150683.47,146697.45,161593.43,280729.53,333827.5
156,Xitoy,Китай,China,1252008.87,1397236.43,1894840.4,2455089.75,2396758.21,2258143.8,2254298.1,2728741.26,3558143.49,5108629.16,4501216.69,4923420.64,6427708.09,11339099.0
410,Janubiy Koreya,Корея,Republic of Korea,1457620.75,1486323.18,2028698.23,2035100.02,1876111.06,1563161.51,868658.81,1244287.89,2050470.88,2664820.53,2099371.52,1841056.91,2299779.59,2313470.2
112,Belarusiya,Беларусь,Belarus,112652.17,134673.39,156761.72,173629.37,153048.38,88977.5,94362.95,154959.58,377167.27,283906.31,219540.81,319179.78,411610.55,525821.8
428,Latviya,Латвия,Latvia,53578.3,130398.99,180231.18,189333.5,136859.89,136687.43,241868.29,212700.02,392399.0,328303.67,335095.22,177500.13,175651.39,295082.7
458,Malayziya,Малайзия,Malaysia,35429.29,32874.44,44907.06,61056.08,74386.36,81503.33,69101.37,60690.23,70919.2,109078.67,64147.13,57929.55,75654.08,182383.1
784,BAA,ОАЭ,UAE,20430.9,21887.72,24019.3,26332.8,47936.9,75017.94,198493.42,69048.91,81153.92,109783.89,111022.98,187108.31,395629.81,423153.3
643,Rossiya,Россия,Russia,1988035.57,2383364.07,2695271.6,3180742.09,3312692.34,2634701.16,2397832.38,2709497.64,3538596.06,4137694.53,4173782.19,5462244.69,6230693.36,6660632.1
682,Saudiya Arabistoni,Саудовская Аравия,Saudi Arabia,1558.99,4071.6,3693.71,4360.25,25099.66,20276.36,22119.25,31889.13,42611.32,56872.77,26844.79,12409.64,146478.64,139388.1
826,Buyuk Britaniya,Великобритания,Great Britain,97176.26,80717.54,86196.69,91309.43,84542.22,77411.79,145260.46,115468.8,83433.0,102797.29,72496.45,99790.24,101370.41,223666.6
840,AQSH,США,USA,132132.17,294428.65,393494.98,331245.66,250311.89,240215.11,409573.76,182872.29,378219.76,567238.19,248478.06,365484.65,368726.54,512011.4
762,Tojikiston,Таджикистан,Tajikistan,12666.33,5500.4,4618.42,6510.85,6818.58,6962.33,32173.92,51813.29,153003.09,152940.79,87966.03,103649.13,154541.72,152601.6
764,Tailand,Таиланд,Thailand,12139.09,46935.46,15782.64,18842.3,20035.27,17010.78,12178.27,12854.06,22414.62,30209.97,110777.74,35836.75,37843.62,103264.9
795,Turkmaniston,Туркменистан,Turkmenistan,148531.16,344180.85,248323.46,183754.79,183003.49,213941.11,129548.93,108007.55,243256.09,410071.88,412122.14,710141.09,731621.13,924224.9
792,Turkiya,Турция,Turkey,244840.62,278323.13,364516.01,450853.62,539483.24,412619.32,485502.16,674660.69,1112775.76,1326408.45,1087267.12,1717578.4,1738540.5,1897735.3
250,Fransiya,Франция,France,86283.34,177266.55,110619.8,188818.53,151170.47,153572.13,149409.08,108229.79,116516.14,140505.36,132508.73,259527.62,271670.18,594996.3
392,Yaponiya,Япония,Japan,105957.59,147482.03,205742.93,204944.18,174492.94,245220.2,248296.65,151713.59,688696.81,385814.57,199635.48,156892.13,218960.22,219487.5
0,Boshqa mamlakatlar,Другие страны,Other countries,76045.62,75222.99,125439.73,278902.85,264723.31,335901.97,324874.49,1325525.96,1468375.36,1623384.38,432227.59,884417.86,1315004.35,1217044.0
048,Bahrayn,Бахрейн,Bahrain,36.43,22.22,2.11,95.29,30.38,35.99,30.51,27.96,102.14,125.51,185.67,170.58,264.84,209.8
348,Vengriya,Венгрия,Hungary,28228.84,30017.16,44339.68,38513.85,62274.32,44026.97,40469.18,53963.49,47895.56,70501.34,108835.24,113744.92,88863.65,88571.2
268,Gruziya,Грузия,Georgia,9731.22,16425.48,18322.04,19052.16,23680.52,19971.09,25214.16,26435.69,48522.14,93771.18,74099.94,98883.75,122541.99,156101.2
818,Misr,Египет,Egypt,15305.93,14164.95,14849.36,15598.23,16880.89,22054.79,17151.05,8225.47,4940.76,16876.09,1850.15,2624.61,7402.47,21975.4
364,Eron,Иран,Iran,78684.88,68028.95,66927.47,62223.54,57078.99,59894.21,58222.76,58140.53,133927.67,204605.55,107321.85,254183.75,296119.52,322811.4
634,Qatar,Катар,Qatar,17.98,1.1,996.33,16.8,3.86,8.22,15.77,1.03,0.34,2442.43,1014.35,19.25,4320.38,6455.1
414,Quvayt,Кувейт,Kuwait,0.12,3.71,0.01,0.64,0.38,0.16,21.69,41.42,112.92,79.02,22.08,62.93,33.6,41.5
462,Maldiv orollari Respublikasi,Мальдивские Острова,Maldives,0.05,0.0,0.0,0.01,0.5,0.0,4.24,8.69,2.07,180.41,66.38,8.42,4.62,100.9
586,Pokiston,Пакистан,Pakistan,9654.2,13937.49,15944.15,17653.28,20575.77,17277.35,25466.32,26351.23,66015.46,25164.97,24800.85,51499.78,112213.92,118057.2
804,Ukraina,Украина,Ukraine,378198.46,502367.81,669705.58,490665.84,415133.8,269059.88,202565.89,183958.17,327149.25,264403.23,315592.25,472619.89,229185.88,144686.1
756,Shveytsariya,Швейцария,Switzerland,82835.64,99457.75,84940.5,112919.71,135515.58,87348.53,156213.62,147630.11,158543.81,144552.54,104551.34,163797.07,223124.53,318257.7
203,Chexiya,Чехия,Czech Republic,68198.04,51501.67,70368.07,95109.59,92032.73,64745.75,71066.92,80240.9,64367.7,166208.27,500203.08,174158.69,155529.86,297654.0
702,Singapur,Сингапур,Singapore,22398.42,31885.13,21261.82,19303.82,18787.68,17709.9,11046.88,24860.71,20490.19,147317.55,67688.52,75238.31,40196.29,136384.3
360,Indoneziya,Индонезия,Indonesia,4197.82,6847.32,10362.84,9157.81,12027.48,6868.95,8493.67,7518.66,10773.97,21331.0,18574.86,16594.19,63721.51,71139.3
100,Bolgariya,Болгария,Bulgaria,7999.27,8746.32,15868.59,26985.1,20908.96,38011.08,20490.55,13720.97,17954.51,23753.2,26169.86,44400.58,59573.29,54902.9
036,Avstraliya,Австралия,Australia,2955.07,4402.88,2179.71,7390.87,2318.4,1031.64,917.56,1425.47,452.8,2868.5,12829.91,8267.16,5063.45,11636.5
040,Avstriya,Австрия,Austria,80557.71,116351.37,120829.87,75466.17,93538.77,74229.35,107917.97,70324.88,103000.85,125371.85,108810.74,98022.16,119205.27,174880.6
012,Jazoir,Алжир,Algeria,0.0,0.11,0.0,0.02,0.03,0.0,0.47,17.31,3.61,0.19,28.54,2571.86,269.66,21.3
051,Armaniston,Армения,Armenia,2554.96,1167.04,1484.87,1807.3,1741.31,1864.75,1846.39,2234.82,2476.61,2511.75,2944.46,2998.39,5146.45,9520.7
050,Bangladesh,Bangladesh,Bangladesh,844.12,475.55,1321.3,16012.33,14887.95,18264.22,12335.8,11557.04,14640.7,16926.08,14565.21,18367.53,25220.48,33229.4
056,Belgiya,Бельгия,Belgium,38040.13,47792.15,48651.48,61933.13,60741.92,55443.61,59005.19,50431.55,61325.41,86387.32,49557.68,63582.12,95528.04,129081.3
372,Irlandiya,Ирландия,Ireland,2155.21,1936.29,3794.92,6340.71,13733.42,13920.01,20663.75,22864.93,28462.13,34337.45,36576.3,51399.07,78250.05,119857.3
724,Ispaniya,Испания,Spain,18219.55,79733.46,46961.44,33205.67,31744.29,30678.95,49376.58,84439.94,52289.28,81866.47,54832.22,153386.9,35420.61,73367.5
124,Kanada,Канада,Canada,10217.3,12822.03,11218.28,4364.18,4801.78,2776.23,3680.67,12905.1,5109.85,9401.39,14317.01,17110.64,18466.47,21075.8
440,Litva,Литва,Lithuania,23584.56,36224.28,41157.84,69451.9,91245.46,264040.41,278046.26,259536.13,278643.98,444981.18,472825.0,438709.75,400516.73,481943.1
498,Moldova,Республика Молдова,Republic of Moldova,5473.5,5835.76,6242.52,7955.0,8903.24,7386.18,6783.65,8023.45,3089.25,2499.01,3830.07,6628.26,6425.04,8939.7
528,Niderlandiya,Нидерланды,Netherlands,58045.21,83650.54,64944.77,67476.83,87016.34,69831.05,58086.84,73724.58,136006.77,125833.51,168804.72,217968.41,177951.27,217751.1
616,Polsha,Польша,Poland,74874.25,84284.55,129727.55,144913.38,118972.2,100614.32,102323.76,68805.17,121167.01,122415.15,129167.24,160344.15,213578.9,315171.3
752,Shvetsiya,Швеция,Sweden,35427.35,31809.61,30343.12,31964.3,33311.56,35927.53,23798.38,36121.33,17044.41,20822.14,27541.03,32995.12,60568.23,39080.4
578,Norvegiya,Норвегия,Norway,1718.54,2458.41,2438.01,7377.96,2986.77,5724.39,984.66,1621.25,1732.31,3455.04,3284.85,4689.91,5122.75,66534.4
300,Gretsiya,Греция,Greece,47805.94,49847.43,45180.1,51315.48,65284.04,62513.22,7739.39,24042.39,4483.56,7170.95,7556.14,16054.11,13220.68,17212.0
208,Daniya,Дания,Denmark,16358.09,27935.68,20493.4,22975.69,16697.94,19373.25,27200.74,17939.02,16138.13,61879.33,34067.3,18215.23,51815.46,32630.0
400,Iordaniya,Иордания,Jordan,17.83,128.75,158.62,84.78,284.44,633.73,874.0,750.41,1361.56,996.5,1957.4,829.75,4315.32,2807.9
368,Iroq,Ирак,Iraq,8.1,42.33,0.3,0.29,0.12,0.0,11.54,97.93,0.1,2157.79,1238.21,1945.96,2792.41,990.9
496,Mongoliya,Монголия,Mongolia,555.26,36.54,550.01,512.24,427.19,166.06,22.35,44.81,268.23,519.04,128.06,97.65,3064.81,3620.3
504,Marokash,Марокко,Morocco,112.64,189.64,2043.85,678.76,1410.92,1455.31,573.48,643.44,807.38,1266.08,1252.7,1273.02,747.79,1536.4
608,Filippin,Филиппины,Philippines,453.1,186.96,6.86,1161.8,2783.37,3287.68,923.19,379.05,1397.23,989.56,2284.03,3298.92,1460.4,6413.6
703,Slovakiya,Slovakia,Словакия,9759.95,12544.56,13515.54,27436.31,41899.28,14155.23,13056.65,9641.66,9346.86,9033.87,14732.79,16172.63,23376.55,45054.2
064,Butan,Бутан,Bhutan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,El-Salvador,Сальвадор,El Salvador,0.0,0.0,0.0,0.0,0.0,38.87,0.0,91.61,6.03,41.81,0.0,11.39,4.79,11.0
434,Liviya,Ливия,Libya,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
068,Boliviya,Боливия,Bolivia,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.02,0.06,0.45,0.9,0.61,0.1
226,Ekvatorial Gvineya,Экваториальная Гвинея,Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0
438,Lixtenshteyn,Лихтенштейн,Liechtenstein,2.11,50.07,198.16,77.12,941.38,9.04,0.84,2.62,41.2,9.74,22.36,126.32,17.04,41.7
638,Reyunon,Реюньон,Réunion,0.0,201.79,55.28,135.33,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.03,0.0
833,Men Oroli,Остров Мэн,Isle of Man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,195.79,0.0,0.0,0.0
175,Mayotta oroli,Остров Майотта,Mayotte,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,Aruba,Аруба,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,Terks va Kaykos orollari,Острова Теркс и Кайкос,Turks and Caicos Islands,0.0,0.0,0.0,0.0,0.0,0.0,1.94,64.05,0.0,8.46,63.4,0.0,81.19,0.0
158,Tayvan,Тайвань,Taiwan,10003.78,4037.24,7694.81,9468.8,14336.8,8383.53,7565.89,11850.79,22566.32,17456.6,12096.18,23301.64,15761.2,30699.5
704,Vetnam,Вьетнам,Viet Nam,3522.07,7160.41,9202.15,8810.97,14548.33,29012.12,23106.97,12211.02,25788.35,59710.83,72883.3,117660.67,76815.66,145552.3
642,Ruminiya,Румыния,Romania,11797.7,18772.02,22974.11,16387.71,33419.04,26800.64,20964.33,16403.55,21097.68,30219.42,17002.95,18627.11,48158.17,31114.4
688,Serbiya,Сербия,Serbia,1322.0,4256.76,2210.69,1320.75,1132.61,8360.42,1142.62,1611.16,2124.82,5497.47,7796.59,6196.48,14496.71,12100.5
710,JAR,ЮАР,South Africa,3335.66,10105.91,50431.75,13562.19,11975.14,15284.99,5024.66,1298.53,4305.04,13533.47,1891.48,3943.02,5596.95,50385.7
620,Portugaliya,Португалия,Portugal,566.6,792.13,1723.7,929.3,1617.81,1539.41,1672.24,1254.24,1717.17,2538.99,3380.28,5311.72,6607.53,10395.8
554,Yangi Zelandiya,Новая Зеландия,New Zealand,2270.61,3256.52,3820.4,2782.82,2794.83,2492.97,1702.31,2003.37,1252.12,1550.69,1943.86,2063.52,2217.56,556.4
070,Bosniya va Gersegovina,Bosnia and Herzegovina,Босния и Герцеговина,0.1,10.72,3.02,1.61,1.61,3.0,7.1,4.43,14.12,23.08,35.21,153.51,71.94,44.9
231,Efiopiya,Эфиопия,Ethiopia,0.0,0.04,0.0,0.0,0.0,0.0,0.74,13.39,35.99,2.97,41.48,13.58,34.19,38.7
442,Lyuksemburg,Люксембург,Luxembourg,7403.57,4987.43,4437.2,5715.3,6887.88,6452.75,7475.9,1031.0,3350.2,7170.81,9852.83,3552.87,6665.65,7394.8
076,Braziliya,Бразилия,Brazil,231598.72,299803.93,268782.95,261721.84,258215.46,315389.99,355017.18,320924.99,50728.91,115504.15,89169.49,348228.31,553372.11,652283.1
659,Saint Kitts va Nevis,Сент-Китс и Невис,Saint Kitts and Nevis,2584.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
834,Tanzaniya Birlashgan Respublikasi,Объединенная Республика Танзания,United Republic of Tanzania,0.0,0.0,0.0,124.94,0.01,10.52,8.67,210.19,62.99,259.21,0.22,0.42,0.1,0.1
246,Finlyandiya,Финляндия,Finland,51810.7,29417.95,39642.29,35623.2,40212.87,42265.59,30524.8,25880.87,29995.66,44849.52,48335.03,56760.76,41962.11,45616.6
184,Kuk Oroli,Острова Кука,Cook Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,Yangi Kaledoniya,Новая Каледония,New Caledonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.48,0.0,0.0,0.0,0.0
876,Uollis va Futuna orollari,Острова Уоллис и Футуна,Wallis and Futuna Islands,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0
705,Sloveniya,Словения,Slovenia,29639.58,41030.91,43480.04,40636.27,41540.34,40944.99,32344.58,24806.54,34566.21,44732.3,57199.83,75339.01,103564.06,102275.4
072,Botsvana,Ботсвана,Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,7.81,17.3
233,Estoniya,Эстония,Estonia,13659.01,20972.19,13839.77,17808.95,8005.95,22189.15,11438.57,31908.88,24174.74,47399.48,42334.68,42092.17,75713.78,96367.4
446,Makao,Макао,Macao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,17.59,0.0,0.0,117.59,24.4
660,Angilya,Ангилья,Anguilla,0.0,0.0,0.0,0.0,0.0,13.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,AQShning Virgin Orollari,Виргинские острова Соединенных Штатов,United States Virgin Islands,0.0,70.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
232,Eritreya,Эритрея,Eritrea,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,Niue,Ниуэ,Niue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0
090,Solomon orollari,Соломоновы Острова,Solomon Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
084,Beliz,Белиз,Belize,1.62,421.0,779.45,106.29,0.0,0.0,84653.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0
086,Britaniyaning Hind okeanidagi hududlari,Британская территория в Индийском океане,British Indian Ocean Territory,84.67,2946.07,1.98,118.76,2.19,0.32,0.0,0.0,0.0,14.67,82.61,6.26,281.86,6.7
234,Farer Orollari,Фарерские острова,Faroe Islands,0.0,0.0,0.0,0.0,0.0,171.36,0.0,0.0,0.0,0.0,74.86,120.34,0.05,0.0
466,Mali,Мали,Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.88,475.18,0.01,0.0002,8.9
670,Sent-Vinsent va Grenadin,Сент-Винсент и Гренадины,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
854,Burkina-Faso,Буркина-Фасо,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.1
254,Fransuz Gvianasi,Французская Гвиана,French Guiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,Shimoliy Mariana Orollari,Northern Mariana Islands,Северные Марианские острова,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Xerd va Makdonald orollari,Остров Херд и острова Макдональд,Heard Island and McDonald Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.04,0.0
092,Britaniyaning Virgin Orollari,Британские Виргинские острова,British Virgin Islands,926.92,1585.85,911.46,238.9,74.86,339.28,7.23,11.65,32.3,1371.52,346.5,9.9,0.0,0.0
242,Fiji,Фиджи,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,11.03,1.1
470,Malta,Мальта,Malta,7.19,0.89,2.59,14.22,36.88,67.91,46.39,245.95,524.68,8.99,745.22,433.28,289.96,913.7
674,San-Marino,Сан-Марино,San Marino,0.0,0.0,9.28,0.0,55.59,0.0,18.77,13.92,9.1,15.67,62.5,0.0,36.06,169.6
858,Urugvay,Уругвай,Uruguay,0.0,0.05,75.06,206.43,1.81,0.46,0.0,72.07,48.95,4.27,0.0,0.0,0.0002,212.3
260,Fransiyaning Janubiy Hududlari,Южные земли (французская заморская территория),French Southern Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,Marshal Orollari,Маршалловы Острова,Marshall Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.6,661.3
678,San-Tome va Prinsipi,Сан-Томе и Принсипи,Sao Tome and Principe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
104,Myanma,Мьянма,Myanmar,226.73,201.1,219.5,185.35,135.55,108.23,205.69,205.98,196.62,168.98,398.26,117.27,284.94,643.6
258,Fransuz Polineziyasi,Французская Полинезия,French Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.79,11.0
480,Mavrikiy,Маврикий,Mauritius,0.1,0.0,0.2,0.29,5.01,6.77,2.64,2.6,1.15,4.19,2.44,28.59,11.55,205.9
686,Senegal,Сенегал,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.01,0.93,0.0,3.37,0.35,97.4
862,Venesuela,Венесуэла,Venezuela,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.26,34.3
266,Gabon,Габон,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,4.15,11.25,15.69,0.0,3.82,36.69,3.68,0.0
585,Palau,Палау,Palau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
